Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
6/26/2021,,Dinner,"Sweet Potato, Baked","1.00 cup, chopped",158.39,0,0,133.37,0.19,0.19,2.62,1.56,0.5,0,20255.05,10.56,0,33822.36,34.49,0,1.25,4.05,66.88,0.28,1.21,47.52,0.87,95.04,835.97,0.35,63.36,0.56,36.45,5.81,12.41,11.4,30.64,0.26,0,0,0.16,0.09,0,0.01,0,0.05,0.07,0.12,0.21,0.15,0.07,0.2,3.54,0.19,0.07,0.08,0.19,Vegetables and Vegetable Products
6/27/2021,,Breakfast,"Coffee, Prepared From Grounds",28.00 fl oz,8.29,0,331.53,823.76,0.12,0.63,1.58,2.11,0.01,0,0,16.58,0,0,0,0,0.08,0.83,16.58,0.02,0.08,24.86,0.19,24.86,406.12,0,16.58,0.17,3.9,3.9,0,0,0,0.17,0,0.12,0.01,0.02,0,0,0,0.02,0.02,0.02,0.04,0.01,0,0.02,0.99,0.01,0,0.02,0.02,Beverages
6/27/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
6/27/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.50 cup,110.94,0,0,338.84,0.1,0.77,0.26,0.12,0.15,4.5,3.23,36.82,0,749.99,1.1,180.06,0.23,12.39,450,0.26,1.62,60,0.53,158.02,450,8.4,127.43,0.9,5.39,3.87,0,1.52,1.52,5.78,0,1.28,3.27,0.84,0,0.39,2.84,0.17,0.29,0.52,0.87,0.71,0.15,0.56,11.74,0.47,0.16,0.4,0.54,Beverages
6/27/2021,,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
6/27/2021,,Breakfast,"Strawberries, Fresh","0.60 cup, halves",29.18,0,0,82.95,0.02,0.02,0.35,0.11,0.04,0,6.38,21.89,23.71,10.94,53.62,0,0.26,2.01,14.59,0.04,0.37,11.86,0.35,21.89,139.53,0.36,0.91,0.13,7,1.82,0.04,4.46,5.18,0.27,0,0.04,0.14,0.01,0,0.06,0.08,0.01,0.01,0.01,0.03,0.02,0,0.02,0.61,0.02,0.01,0.02,0.02,Fruits and Fruit Juices
6/27/2021,,Breakfast,"Peach, Fresh",4.00 tbsp,22.37,0,0,50.97,0.01,0.02,0.46,0.09,0.01,0,92.91,2.29,52.19,186.97,3.79,0,0.41,1.49,3.44,0.04,0.14,5.16,0.03,11.47,108.97,0.06,0,0.1,5.47,0.86,0,4.81,4.61,0.14,0,0.04,0.05,0.01,0,0,0.05,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.52,0.01,0.01,0.01,0.01,Fruits and Fruit Juices
6/27/2021,,Breakfast,"Pancake, Buckwheat, Homemade","2.00 each - 4"" diameter",197.05,0,0,59.74,0.15,0.21,1.54,0.49,0.17,0.41,4.06,20.67,97.89,162,0.11,36.22,1.7,3.78,261.01,0.13,1.51,59.64,0.82,228.72,215.97,13.8,628.07,1.14,25.36,2.77,16.28,6.04,22.6,8.69,45.78,2.11,3.33,2.62,0.1,0.36,2.91,0.11,0.17,0.29,0.51,0.38,0.14,0.32,6.63,0.26,0.09,0.21,0.36,Baked Products
6/27/2021,,Lunch,"Almonds, Raw","4.00 tbsp, chopped",188.17,0,0,1.43,0.07,0.37,1.18,0.15,0.04,0,0.32,14.3,0.32,0.65,0,0,8.33,0,87.42,0.34,1.21,87.75,0.71,156.32,238.22,1.33,0.32,1.01,7,4.06,0.23,1.41,2.94,16.23,0,10.25,4.01,1.24,0,0,4,0.07,0.18,0.24,0.48,0.18,0.05,0.37,6.87,0.2,0.07,0.15,0.28,Nut and Seed Products
6/28/2021,,Breakfast,"Coffee, Prepared From Grounds",40.00 fl oz,11.84,0,473.61,1176.8,0.17,0.9,2.26,3.01,0.01,0,0,23.68,0,0,0,0,0.12,1.18,23.68,0.02,0.12,35.52,0.27,35.52,580.17,0,23.68,0.24,5.56,5.56,0,0,0,0.24,0,0.18,0.01,0.02,0,0,0,0.02,0.02,0.02,0.06,0.01,0,0.04,1.42,0.01,0,0.02,0.04,Beverages
6/28/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.30 scoop,234,,,,1.04,1.17,17.68,6.63,1.3,1.95,,273,,520,52,364,13.26,76.7,234,,9.1,52,,286,611,,286,,19.5,5.2,,1.3,14.3,7.8,0,1.3,3.9,1.3,0,,,,,,,,,,26,,,,,Beverages
6/28/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
6/28/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
6/28/2021,,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
6/28/2021,,Breakfast,"Strawberries, Fresh","0.40 cup, halves",19.46,0,0,55.3,0.01,0.01,0.23,0.08,0.03,0,4.26,14.59,15.81,7.3,35.75,0,0.17,1.34,9.73,0.03,0.25,7.9,0.23,14.59,93.02,0.24,0.61,0.09,4.67,1.22,0.02,2.97,3.45,0.18,0,0.03,0.09,0.01,0,0.04,0.05,0,0.01,0.01,0.02,0.02,0,0.01,0.41,0.01,0,0.01,0.01,Fruits and Fruit Juices
6/28/2021,,Breakfast,"Laughing Cow, Mini Babybel, Original",1.00 piece - each 3/4 oz,77.28,0,0,8.77,0,0.07,0.02,0.04,0.01,0.31,2.73,2.52,0,300.09,0,4.62,0.05,0.53,149.94,0.01,0.09,5.67,0,98.28,28.14,3.05,170.1,0.59,0.24,0,0,0.24,0.24,6.31,20.16,1.83,0.14,4.01,0.15,0.05,0,0.03,0.17,0.24,0.47,0.45,0.12,0.26,4.92,0.19,0.07,0.24,0.31,Dairy and Egg Products
6/28/2021,,Lunch,"Tossed Salad, Plain, without Dressing","1.00 cup, chopped",7.98,0,0,54.51,0.02,0.01,0.07,0.05,0.02,0,170.43,16.53,157.89,286.14,1.6,0,0.13,13.74,10.26,0.01,0.23,3.99,0.07,11.4,80.37,0.06,5.7,0.09,1.69,0.68,0,1.12,1.01,0.08,0,0,0.04,0.01,0,0.03,0,0,0.01,0.01,0.01,0.01,0,0.01,0.51,0.01,0.01,0,0.01,Vegetables and Vegetable Products
6/28/2021,,Lunch,"Watermelon, Fresh",0.30 cup,8.86,0,0,27.01,0.01,0.01,0.05,0.07,0.01,0,89.48,0.89,2.36,168.03,2.39,0,0.01,0.03,2.07,0.01,0.07,2.95,0.01,3.25,33.07,0.12,0.3,0.03,2.23,0.12,0,1.83,2.11,0.04,0,0.01,0.01,0,0,0,0.01,0,0,0.01,0.01,0.02,0,0,0.18,0.01,0,0,0,Fruits and Fruit Juices
6/28/2021,,Lunch,"Cranberries, Dried, Sweetened","1.00 tbsp, whole pieces",30.8,0,0,1.58,0,0,0.05,0.02,0,0,2.7,0,13.8,4.6,0.02,0,0.21,0.76,0.9,0.01,0.04,0.4,0.02,0.8,4.9,0.06,0.5,0.01,8.28,0.53,0,7.26,7.75,0.11,0,0.03,0.02,0.01,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,Fruits and Fruit Juices
6/28/2021,,Lunch,"Bob Evans, omelette, western",0.25 Order,162.5,0,,,,,,,,,,,,,,,,,,,,,,,,,397.5,,2.75,0.25,,1.25,2.5,12.5,158.75,,,4.25,0,,,,,,,,,,10,,,,,Dairy and Egg Products
6/28/2021,,Lunch,"Keto Bar, No Sugar, Chocolate Chip Cookie Dough",1.00  bar,160,,,,,,,,,,,,,,,0,,,13,,1,,,,62,,200,,14,7,,0,7,13,0,,,7,,,,,,,,,,,9,,,,,Snacks
6/28/2021,,Dinner,Swordfish,6.00 oz,292.57,0,0,116.11,0.15,0.11,15.74,0.71,1.05,2.76,0,3.4,0,243.24,0,1132.85,4.1,0.17,10.21,0.08,0.77,59.53,0.02,517.1,848.78,116.52,164.99,1.33,0,0,0,0,0,13.49,132.68,6.03,2.33,3.25,0.1,1.88,0.19,0.43,1.18,1.85,3.26,3.69,1.19,1.57,39.89,1.76,0.45,1.36,2.07,Finfish and Shellfish Products
6/28/2021,,Dinner,"Mushrooms, Cooked from Fresh","0.50 cup, chopped",21.84,0,0,71.04,0.06,0.23,3.48,1.68,0.07,0,0,14.04,0,0,3.12,6.24,0.01,0,4.68,0.39,1.36,9.36,0.09,67.86,277.67,9.28,1.56,0.68,4.13,1.72,0.97,1.83,2.41,0.37,0,0.01,0.14,0.05,0,0,0.14,0.01,0.03,0.04,0.07,0.06,0.02,0.05,1.69,0.06,0.02,0.02,0.13,Vegetables and Vegetable Products
6/28/2021,,Dinner,"Brussels Sprouts, Cooked from Fresh",0.70 cup,56.18,0,0,138.73,0.17,0.12,0.95,0.39,0.28,0,725.64,93.63,2013.05,1209.39,96.75,0,0.67,218.94,56.18,0.13,1.87,31.21,0.35,87.39,494.68,2.34,32.77,0.51,11.08,4.06,0.55,2.72,7.02,0.78,0,0.06,0.4,0.16,0,0.27,0,0.02,0.09,0.16,0.18,0.18,0.04,0.12,3.98,0.14,0.04,0.06,0.18,Vegetables and Vegetable Products
6/28/2021,,Dinner,"Broccoli, Cooked From Fresh","1.00 cup, chopped",54.6,0,0,139.23,0.1,0.19,0.86,0.96,0.31,0,1449.21,168.48,1684.77,2414.84,101.24,0,3.15,219.96,62.4,0.1,1.05,32.76,0.3,104.52,457.07,2.5,63.96,0.7,11.2,5.15,0,2.17,6.05,0.64,0,0.06,0.27,0.12,0,0.19,0,0.05,0.1,0.14,0.23,0.24,0.07,0.18,3.71,0.15,0.05,0.09,0.22,Vegetables and Vegetable Products
6/29/2021,,Breakfast,"Coffee, Prepared From Grounds",30.00 fl oz,8.88,0,355.21,882.6,0.12,0.67,1.7,2.26,0.01,0,0,17.76,0,0,0,0,0.09,0.89,17.76,0.02,0.09,26.64,0.2,26.64,435.13,0,17.76,0.18,4.17,4.17,0,0,0,0.18,0,0.13,0.01,0.02,0,0,0,0.02,0.02,0.02,0.04,0.01,0,0.03,1.07,0.01,0,0.02,0.03,Beverages
6/29/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.20 scoop,216,,,,0.96,1.08,16.32,6.12,1.2,1.8,,252,,480,48,336,12.24,70.8,216,,8.4,48,,264,564,,264,,18,4.8,,1.2,13.2,7.2,0,1.2,3.6,1.2,0,,,,,,,,,,24,,,,,Beverages
6/29/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
6/29/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
6/29/2021,,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
6/29/2021,,Breakfast,"Strawberries, Fresh","0.80 cup, halves",38.91,0,0,110.59,0.03,0.03,0.47,0.15,0.06,0,8.51,29.18,31.62,14.59,71.5,0,0.34,2.68,19.46,0.06,0.5,15.81,0.47,29.18,186.05,0.49,1.22,0.17,9.34,2.43,0.05,5.95,6.91,0.36,0,0.05,0.19,0.02,0,0.08,0.11,0.01,0.01,0.02,0.04,0.03,0,0.02,0.81,0.02,0.01,0.03,0.02,Fruits and Fruit Juices
6/29/2021,,Lunch,Hass Avocado,1.00 each,227.12,0,0,98.37,0.1,0.19,2.6,1.99,0.39,0,85.68,121.04,368.56,199.92,11.97,0,2.62,28.56,17.68,0.23,0.83,39.44,0.2,73.44,689.52,0.54,10.88,0.92,11.75,9.25,0.15,0.41,2.5,20.96,0,13.33,2.47,2.89,0,0.15,2.3,0.04,0.07,0.11,0.19,0.18,0.05,0.13,2.67,0.1,0.03,0.07,0.14,Fruits and Fruit Juices
6/29/2021,,Lunch,"Laughing Cow, Mini Babybel, Original",1.00 piece - each 3/4 oz,77.28,0,0,8.77,0,0.07,0.02,0.04,0.01,0.31,2.73,2.52,0,300.09,0,4.62,0.05,0.53,149.94,0.01,0.09,5.67,0,98.28,28.14,3.05,170.1,0.59,0.24,0,0,0.24,0.24,6.31,20.16,1.83,0.14,4.01,0.15,0.05,0,0.03,0.17,0.24,0.47,0.45,0.12,0.26,4.92,0.19,0.07,0.24,0.31,Dairy and Egg Products
6/29/2021,,Lunch,"Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0,0,155.72,0.03,0.05,0.17,0.11,0.07,0,49.14,5.46,52.78,98.28,8.37,0,0.38,4,10.92,0.05,0.22,9.1,0.06,20.02,194.74,0,1.82,0.07,25.13,4.37,0.09,18.91,20.77,0.31,0,0.01,0.09,0.05,0,0.02,0.08,0,0.01,0.01,0.02,0.02,0,0.01,0.47,0.01,0,0,0.02,Fruits and Fruit Juices
6/29/2021,,Lunch,"Eggs, Cooked",1.00 medium,68.2,0,0,32.83,0.03,0.23,0.03,0.62,0.05,0.49,4.84,19.36,155.32,228.8,0,38.28,0.45,0.13,22,0.01,0.52,4.4,0.01,75.68,55.44,13.55,54.56,0.46,0.49,0,0,0.49,0.49,4.67,164.12,1.79,0.62,1.44,0,0.03,0.58,0.13,0.13,0.3,0.47,0.4,0.17,0.29,5.54,0.27,0.07,0.23,0.34,Dairy and Egg Products
6/29/2021,,Lunch,"Taylor Farms, Sweet Kale Chopped Salad, Vegetable Salad Kit",2.50 Cup salad with 2 tbsp dressing,425,,,,,,,,,,,,,4375,135,,,,100,,2.7,,,,,,375,,47.5,7.5,,32.5,40,22.5,12.5,,,3.75,0,,,,,,,,,,7.5,,,,,"Meals, Entrees, and Sidedishes"
6/29/2021,,Dinner,"Oyster, Pacific, Raw",6.00 small,157.46,0,0,159.52,0.13,0.45,3.91,0.97,0.1,31.1,0,19.44,0,524.86,15.55,1.94,1.65,1.94,15.55,3.06,9.93,42.77,1.25,314.92,326.58,149.68,206.06,32.31,9.62,0,9.62,0,9.62,4.47,97.2,0.7,1.74,0.99,0,1.6,0.12,0.24,0.35,0.8,1.29,1.37,0.41,0.66,18.37,0.79,0.21,0.59,0.8,Finfish and Shellfish Products
6/29/2021,,Dinner,White Sea Bass,1.00 fillet - each 4 1/2 oz raw,125.24,0,0,72.86,0.13,0.15,1.92,0.88,0.46,0.3,0,6.06,0,215.13,0,291.89,1.09,0.1,13.13,0.02,0.37,53.53,0.02,250.48,331.28,47.27,87.87,0.53,0,0,0,0,0,2.59,53.53,0.55,0.96,0.66,0.04,0.93,0.01,0.26,0.7,1.1,1.94,2.19,0.71,0.93,23.87,1.05,0.27,0.81,1.23,Finfish and Shellfish Products
6/29/2021,,Dinner,"Calamari, Squid, Breaded","1.00 cup, whole pieces",315.37,0,0,88.72,0.21,0.54,3.36,0.86,0.09,1.38,1.71,41.58,47.46,104.17,3.96,11.64,2.6,24.16,80.91,2.2,1.87,45.14,0.23,266.12,290.84,68.13,517.77,2.25,17.71,0.89,15.18,1.34,16.83,16.44,327.72,3.69,8.35,3.03,0.08,1.48,6.74,0.34,0.45,1.01,1.64,1.59,0.52,0.88,22.85,0.96,0.26,0.74,1.03,Finfish and Shellfish Products
6/30/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
6/30/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.20 scoop,216,,,,0.96,1.08,16.32,6.12,1.2,1.8,,252,,480,48,336,12.24,70.8,216,,8.4,48,,264,564,,264,,18,4.8,,1.2,13.2,7.2,0,1.2,3.6,1.2,0,,,,,,,,,,24,,,,,Beverages
6/30/2021,,Breakfast,"Coffee, Prepared From Grounds",36.00 fl oz,10.66,0,426.25,1059.12,0.15,0.81,2.04,2.71,0.01,0,0,21.31,0,0,0,0,0.11,1.07,21.31,0.02,0.11,31.97,0.25,31.97,522.15,0,21.31,0.21,5.01,5.01,0,0,0,0.21,0,0.16,0.01,0.02,0,0,0,0.02,0.02,0.02,0.05,0.01,0,0.03,1.28,0.01,0,0.02,0.03,Beverages
6/30/2021,,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
6/30/2021,,Lunch,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
6/30/2021,,Lunch,"Kale, Raw","0.60 cup, chopped",4.41,0,0,11.3,0.01,0.04,0.15,0.05,0.02,0,362.11,7.81,789.13,606.5,11.77,0,0.08,49.1,32.01,0.01,0.2,4.16,0.12,6.93,43.86,0.11,6.68,0.05,0.56,0.52,0,0.12,0.04,0.19,0,0.01,0.08,0.02,0,0.05,0.04,0,0.02,0.02,0.03,0.02,0,0.02,0.37,0.02,0,0.01,0.02,Vegetables and Vegetable Products
6/30/2021,,Lunch,"Spinach, Raw","1.00 cup, cut pieces",6.9,0,0,27.42,0.02,0.06,0.22,0.02,0.06,0,1687.86,58.2,3659.54,2813.21,8.43,0,0.59,144.88,29.7,0.04,0.81,23.7,0.27,14.7,167.41,0.3,23.7,0.16,1.09,0.66,0.03,0.13,0.43,0.12,0,0,0.05,0.02,0,0.04,0,0.01,0.02,0.04,0.07,0.05,0.02,0.04,0.86,0.04,0.01,0.03,0.05,Vegetables and Vegetable Products
6/30/2021,,Lunch,"Ka'Chava, The Whole Body Meal, Chocolate",0.50 x 2.0 Scoops,120,,,,0.38,0.43,5,2.5,0.5,1.5,,100,,1250,15,100,5.03,,387.5,0.6,3.6,120,0.45,160,250,17.5,262.5,3.9,12.5,4.5,,3.5,8,3.5,0,,,2.2,0,,,,,,,,,,12.5,,,,,"Meals, Entrees, and Sidedishes"
6/30/2021,,Lunch,"Banana, Fresh","0.50 medium - 7"" to 7 7/8"" long",52.51,0,0,44.2,0.02,0.04,0.39,0.2,0.22,0,15.34,11.8,12.98,37.76,5.13,0,0.08,0.3,2.95,0.05,0.15,15.93,0.16,12.98,211.22,0.59,0.59,0.09,13.48,1.53,3.17,7.22,11.94,0.19,0,0.02,0.04,0.07,0,0.02,0.03,0.01,0.05,0.02,0.04,0.03,0,0.03,0.64,0.02,0.01,0.01,0.03,Fruits and Fruit Juices
6/30/2021,,Lunch,"Blueberries, Fresh","0.60 cup, whole pieces",50.62,0,0,74.78,0.03,0.04,0.37,0.11,0.05,0,28.42,5.33,71.04,47.95,8.61,0,0.52,17.14,5.33,0.05,0.25,5.33,0.3,10.66,68.38,0.09,0.89,0.14,12.87,2.13,0.03,8.84,10.74,0.29,0,0.04,0.13,0.02,0,0.05,0.08,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.66,0.02,0,0.01,0.03,Fruits and Fruit Juices
6/30/2021,,Lunch,"Strawberries, Fresh","0.40 cup, halves",19.46,0,0,55.3,0.01,0.01,0.23,0.08,0.03,0,4.26,14.59,15.81,7.3,35.75,0,0.17,1.34,9.73,0.03,0.25,7.9,0.23,14.59,93.02,0.24,0.61,0.09,4.67,1.22,0.02,2.97,3.45,0.18,0,0.03,0.09,0.01,0,0.04,0.05,0,0.01,0.01,0.02,0.02,0,0.01,0.41,0.01,0,0.01,0.01,Fruits and Fruit Juices
6/30/2021,,Lunch,"Chocolate Chip Cookies, Homemade","3.00 each - approx 2 1/4"" diameter",226.37,0.06,8.44,6.04,0.1,0.09,0.74,0.14,0.02,0.06,14.79,26.82,18.59,247.71,0,9.2,0.29,1.44,15.84,0.12,1.05,19.32,0.19,39.45,78.1,5.82,211.64,0.35,29.83,1.14,8.64,19.91,28.68,11.98,34.44,3.44,0.51,7.23,0.3,0.04,0.42,0.04,0.05,0.09,0.17,0.1,0.04,0.12,2.32,0.08,0.03,0.08,0.12,Baked Products
6/30/2021,,Dinner,"Tortilla Chips, Yellow, Plain, Salted",2.00 oz,281.8,,,1.1,0.07,0.02,0.85,0.23,0.11,,22.11,12.47,679.27,89.59,,,1.68,0.34,58.97,0.06,0.75,47.63,0.2,132.68,116.8,4.76,175.77,0.83,38.2,2.66,34.33,0.69,35.54,12.66,,4.87,5.2,1.57,0.04,0.18,4.99,,,,,,,,3.75,,,,,Snacks
6/30/2021,,Dinner,"Salsa, Store Bought",8.00 tbsp,37.55,0,0,115.62,0.04,0.04,1.41,0.26,0.22,0,357.41,5.18,264.17,596.98,2.46,0,1.66,5.57,38.85,0.09,0.54,19.42,0.15,42.73,356.12,1.17,920.73,0.23,8.6,2.46,0,5.19,6.14,0.22,0,0.02,0.1,0.03,0,0.01,0,0.03,0.03,0.06,0.08,0.08,0.02,0.06,1.97,0.06,0.02,0.04,0.06,"Soups, Sauces, and Gravies"
6/30/2021,,Dinner,"Beets, Cooked, Boiled, Drained","1.50 x 2.0 beets (2"" dia, sphere)",66,,,130.59,0.04,0.06,0.5,0.22,0.1,,31.5,120,,52.5,5.4,,0.06,0.3,24,0.11,1.19,34.5,0.49,57,457.5,1.05,115.5,0.52,14.94,3,,11.94,11.94,0.27,,0.05,0.1,0.04,,0.01,0.09,0.03,0.03,0.08,0.11,0.09,0.03,0.07,2.52,0.07,0.03,0.06,0.09,Vegetables and Vegetable Products
6/30/2021,,Dinner,"Potatoes, Pan Fried","1.00 cup, chopped",330.11,0,0,194.78,0.25,0.05,3.3,1.28,0.68,0,2.74,22.64,22.96,5.42,18.61,0,0.25,11.18,20.8,0.42,0.79,50.43,0.36,100.69,825.83,0.76,604.26,0.68,50.36,5.17,39.76,2.24,45.19,13.11,0,7.14,2.2,3.39,2.87,0.09,1.05,0.06,0.1,0.18,0.26,0.26,0.07,0.19,4.31,0.16,0.07,0.16,0.24,Vegetables and Vegetable Products
6/30/2021,,Dinner,"Salmon, Atlantic, Wild, Cooked",1.50 oz,77.39,0,0,25.35,0.12,0.21,4.29,0.82,0.4,1.3,0,12.33,0,18.71,0,147.98,1.69,0.31,6.38,0.14,0.44,15.73,0.01,108.86,267.05,19.9,23.81,0.35,0,0,0,0,0,3.46,30.19,1.15,1.38,0.53,0,1.14,0.24,0.12,0.32,0.5,0.88,0.99,0.32,0.42,10.82,0.47,0.12,0.37,0.56,Finfish and Shellfish Products
6/30/2021,,Dinner,"Tossed Salad, Plain, without Dressing","2.00 cup, chopped",15.96,0,0,109.03,0.05,0.03,0.14,0.1,0.05,0,340.86,33.06,315.78,572.27,3.19,0,0.25,27.47,20.52,0.03,0.47,7.98,0.14,22.8,160.74,0.11,11.4,0.17,3.39,1.37,0,2.25,2.02,0.16,0,0.01,0.08,0.02,0,0.06,0,0.01,0.01,0.02,0.03,0.03,0.01,0.03,1.03,0.03,0.01,0.01,0.03,Vegetables and Vegetable Products
